1977.06,891
1977.08,879
1977.1,1192
1977.12,1304
1977.13,1492
1977.15,1464
1977.17,1554
1977.19,1516
1977.21,1509
1977.23,1618
1977.25,1609
1977.27,1339
1977.29,1535
1977.31,1959
1977.33,1603
1977.35,1485
1977.37,1559
1977.38,1917
1977.4,1759
1977.42,1956
1977.44,1329
1977.46,1981
1977.48,2085
1977.5,2221
1977.52,2430
1977.54,2627
1977.56,2587
1977.58,2584
1977.6,2829
1977.62,2700
1977.63,2006
1977.65,1413
1977.67,871
1977.69,818
1977.71,629
1977.73,470
1977.75,548
1977.77,696
1977.79,731
1977.81,812
1977.83,1022
1977.85,975
1977.87,1062
1977.88,1040
1977.9,1197
1977.92,1008
1977.94,1061
1977.96,1184
1977.98,1404
1978,929
1978.02,1681
1978.04,1696
1978.06,1124
1978.08,1099
1978.1,1137
1978.12,1288
1978.13,1300
1978.15,1354
1978.17,1285
1978.19,1239
1978.21,1319
1978.23,1171
1978.25,1321
1978.27,1620
1978.29,1402
1978.31,1056
1978.33,1005
1978.35,871
1978.37,1395
1978.38,1459
1978.4,1317
1978.42,1091
1978.44,1199
1978.46,1243
1978.48,876
1978.5,1036
1978.52,1030
1978.54,1205
1978.56,1128
1978.58,1167
1978.6,993
1978.62,978
1978.63,789
1978.65,655
1978.67,344
1978.69,347
1978.71,298
1978.73,235
1978.75,236
1978.77,244
1978.79,283
1978.81,332
1978.83,326
1978.85,355
1978.87,371
1978.88,323
1978.9,373
1978.92,366
1978.94,335
1978.96,394
1978.98,428
1979,354
1979.02,495
1979.04,622
1979.06,454
1979.08,435
1979.1,454
1979.12,587
1979.13,567
1979.15,575
1979.17,640
1979.19,617
1979.21,669
1979.23,680
1979.25,697
1979.27,708
1979.29,644
1979.31,660
1979.33,874
1979.35,801
1979.37,586
1979.38,871
1979.4,877
1979.42,746
1979.44,963
1979.46,945
1979.48,903
1979.5,826
